artist_name,track_name,release_date,genre,lyrics
george jones,walls can fall,1992,country,witten bouton dycus yates stand darkness couldn light back wall build life reason door come waltz wall fall storm sky clear hearts mend take sweet rise build strong tall wall fall instrumental stand stone build bridge forever highest past fade future shine thing come mind wall fall storm sky clear hearts mend take sweet rise build strong tall wall fall build strong tall wall fall
randy rogers band,tonight's not the night,2004,country,yeah song baby confess look good pretty dress consider fair warn get kinda hard goodnight underneath porch light say sink swim yeah jump cause tonight night play safe easy waste anymore precious time tonight night watch leave tonight night goodbye easy scare half death best yeah say baby cause tonight night play safe easy waste anymore precious time tonight night watch leave tonight night goodbye long home yeah reason stay stay tonight night watch leave tonight night goodbye tonight night goodbye tonight night yeah night goodbye yeah tonight night yeah night goodbye yeah night goodbye
jimmy lafave,never is a moment,2001,country,vastness world baby unique pouty little mouth pretty little peak head toe beautiful divine moment mind circumstance cast fate maybe wrong maybe right dream away reach night hear music wind moment mind
stonewall jackson,it's not me,1964,country,speak talk sleep tell secrets dream hurt know kiss mind miss cause time tear soul apart hold heart pretend tell little things fool heart break heart break
chris stapleton,without your love,2017,country,yesterday come go today deal hand heartaches play say mean different things word ring time keep raise stake tonight dream tomorrow feel fade away go tear fill pain fall like rain constant reminders grey wait shine hour darkest time moment crime moment crime live forget free baby come baby come grey wait shine hour darkest time moment crime moment crime time moment crime
jean shepard,are you certain?,1962,country,certain care spare gonna ease right affair certain care certain lips true need need wanna lose heart wind blue certain lips true certain freeze stay clear free certain certain
trisha yearwood,real live woman,2000,country,line magazines tell gotta base life movie screen mold society plan need years starve weight tell turn head road thank finally know movie view goin hold tonight hand swear better world real live woman lyin lose holdin real live woman arm fall asleep knowin nothin earth love real live woman work relate millionaires fate smile common live better place longer justify reason behave offer apologies things believe like cause real live woman lyin lose holdin real live woman arm fall asleep knowin nothin earth love real live woman
tracy byrd,lifestyles of the not so rich and famous,1994,country,bringin crew wanna story bout stringin bright light backyard cameras shoulder readin card leave long johns line kid look dirty fine gonna lifestyles famous wanna wild bean barbecue wanna fairlane block hole sock talkin bout lifestyles famous tell bout mama bowl league tell bout junior baseball team point wall blow time duck blue sleep bring trays gonna lifestyles famous wanna wild bean barbecue wanna fairlane block hole sock talkin bout lifestyles famous yeah idea high class livin sittin porch cool night champagne caviar cola moon talkin bout lifestyles famous lifestyles famous
doug stone,warning labels,1990,country,beg stay say say goodbye tryin away pain everytime hear jukebox tear fall like rain oughta warn label country songs harmful heart leave drinkin start thinkin bout go wrong oughta warn label country songs warn bout cigarettes whiskey beer warn music hear guess listen say ready song play harder heart haggard jones oughta warn label country songs
waylon jennings,what about you,1980,country,days long lonesome recall dream come true nights lonely pay debt trust memory grow dimmer cloud drift away peep night longer haunt conscience clear hard believe mean love true hard know worship wrong pay
collin raye,all my roads,1991,country,look stand tonight wouldn change thing life wrong turn crazy years mistake bring roads night share road smooth life right regret single break heart tought plan paths cross couldn lose roads night share road smooth life right detour deadends endless explorations destination roads night share road smooth life right
"hank williams, jr.",thanks a lot,1987,country,thank thank break heart cry want baby thank tell friends passin sorry say deserve feel thank yeah thank thank break heart cry want baby thank order fool play break heart love little laugh go thank thank thank break heart cry want thank want baby thank thank load
